{'sampling_frequency': 9760, 'n_samples': 1000}
Time (s),Voltage (mV),Sync
0.0,1151.2789964675903,0
0.00010245901639344262,1138.5775923728943,0
0.00020491803278688525,1126.1417269706726,0
0.00030737704918032784,1114.2298579216003,0
0.0004098360655737705,1103.1413555145264,0
0.0005122950819672131,1093.012726306915,0
0.0006147540983606557,1084.0320110321045,0
0.0007172131147540983,1076.2165188789368,0
0.000819672131147541,1069.787335395813,0
0.0009221311475409836,1064.9187326431272,0
0.0010245901639344263,1061.6799473762512,0
0.001127049180327869,1060.0969433784485,0
0.0012295081967213114,1060.0284934043884,0
0.001331967213114754,1061.6716861724854,0
0.0014344262295081967,1065.125262737274,0
0.0015368852459016393,1070.0973272323608,0
0.001639344262295082,1076.517856121063,0
0.0017418032786885246,1084.2920422554016,0
0.0018442622950819673,1093.463945388794,0
0.00194672131147541,1103.7794351577759,0
0.0020491803278688526,1114.8950815200803,0
0.002151639344262295,1126.776659488678,0
0.002254098360655738,1139.1716122627258,0
0.0023565573770491805,1151.82226896286,0
0.0024590163934426227,1164.5795345306396,0
0.0025614754098360654,1177.254581451416,0
0.002663934426229508,1189.4984722137451,0
0.0027663934426229507,1201.1255264282227,0
0.0028688524590163933,1212.123942375183,0
0.002971311475409836,1222.0873475074768,0
0.0030737704918032786,1230.8186531066895,0
0.0031762295081967213,1238.32848072052,0
0.003278688524590164,1244.6077823638914,0
0.0033811475409836066,1249.2269754409788,0
0.0034836065573770492,1252.1943211555479,0
0.003586065573770492,1253.5515189170835,0
0.0036885245901639345,1253.1616687774658,0
0.003790983606557377,1251.1777997016907,0
0.00389344262295082,1247.5519180297852,0
0.003995901639344262,1242.198657989502,0
0.004098360655737705,1235.4343056678772,0
0.004200819672131147,1227.4134635925293,0
0.00430327868852459,1218.0806636810303,0
0.004405737704918033,1207.662498950958,0
0.004508196721311476,1196.443784236908,0
0.004610655737704918,1184.533095359802,0
0.004713114754098361,1171.8997478485107,0
0.004815573770491803,1159.1892957687378,0
0.0049180327868852455,1146.4025259017944,0
0.0050204918032786885,1133.7176442146301,0
0.005122950819672131,1121.5650200843809,0
0.005225409836065574,1109.9678635597227,0
0.005327868852459016,1099.1142153739927,0
0.005430327868852459,1089.3101334571838,0
0.005532786885245901,1080.7157278060913,0
0.0056352459016393444,1073.525333404541,0
0.005737704918032787,1067.6669597625732,0
0.00584016393442623,1063.3605122566223,0
0.005942622950819672,1060.7413172721863,0
0.006045081967213115,1059.7267627716064,0
0.006147540983606557,1060.386085510254,0
0.00625,1062.7204656600952,0
0.0063524590163934426,1066.7377710342407,0
0.006454918032786886,1072.2633361816404,0
0.006557377049180328,1079.2826056480408,0
0.00665983606557377,1087.6425504684448,0
0.006762295081967213,1097.1968293190002,0
0.006864754098360655,1107.763695716858,0
0.0069672131147540985,1119.148027896881,0
0.007069672131147541,1131.2672138214111,0
0.007172131147540984,1143.7691688537598,0
0.007274590163934426,1156.4627051353452,0
0.007377049180327869,1169.2266583442688,0
0.007479508196721311,1181.7038297653198,0
0.007581967213114754,1193.7939047813416,0
0.007684426229508197,1205.2525877952576,0
0.00778688524590164,1215.9465193748474,0
0.007889344262295083,1225.4937171936035,0
0.007991803278688524,1233.8438272476196,0
0.008094262295081967,1240.8918142318726,0
0.00819672131147541,1246.5499520301817,0
0.008299180327868852,1250.6699323654173,0
0.008401639344262295,1253.0283093452451,0
0.008504098360655738,1253.6935329437256,0
0.00860655737704918,1252.7194976806638,0
0.008709016393442622,1250.044047832489,0
0.008811475409836065,1245.811951160431,0
0.008913934426229508,1240.0460243225098,0
0.009016393442622951,1232.8284859657288,0
0.009118852459016393,1224.1809725761411,0
0.009221311475409836,1214.4685506820679,0
0.009323770491803279,1203.8355946540833,0
0.009426229508196722,1192.258894443512,0
0.009528688524590163,1180.0810933113098,0
0.009631147540983606,1167.4190282821655,0
0.00973360655737705,1154.6326518058777,0
0.009836065573770491,1141.9233798980713,0
0.009938524590163934,1129.4670581817627,0
0.010040983606557377,1117.580759525299,0
0.01014344262295082,1106.2727451324463,0
0.010245901639344262,1095.7672476768494,0
0.010348360655737705,1086.3699316978455,0
0.010450819672131148,1078.2153367996214,0
0.01055327868852459,1071.422266960144,0
0.010655737704918032,1066.0760879516602,0
0.010758196721311475,1062.4100804328918,0
0.010860655737704918,1060.3715300559998,0
0.010963114754098361,1059.984827041626,0
0.011065573770491803,1061.2330555915833,0
0.011168032786885246,1064.1756176948547,0
0.011270491803278689,1068.79323720932,0
0.011372950819672132,1074.861681461334,0
0.011475409836065573,1082.277488708496,0
0.011577868852459016,1090.9958124160767,0
0.01168032786885246,1100.8872270584106,0
0.0117827868852459,1111.7440223693845,0
0.011885245901639344,1123.409628868103,0
0.011987704918032787,1135.644471645355,0
0.01209016393442623,1148.3407616615295,0
0.012192622950819671,1161.1475944519043,0
0.012295081967213115,1173.8580465316772,0
0.012397540983606558,1186.217987537384,0
0.0125,1198.1078267097473,0
0.012602459016393442,1209.2687129974365,0
0.012704918032786885,1219.5834159851074,0
0.012807377049180328,1228.7808895111084,0
0.012909836065573771,1236.7132186889648,0
0.013012295081967213,1243.2675004005432,0
0.013114754098360656,1248.2246160507202,0
0.013217213114754099,1251.64475440979,0
0.01331967213114754,1253.4508109092712,0
0.013422131147540983,1253.5369634628296,0
0.013524590163934426,1251.8233537673948,0
0.01362704918032787,1248.6243009567258,0
