{'sampling_frequency': 9760, 'n_samples': 1000}
Time (s),Voltage (mV)
0.0,108.64033699035645
0.00010245901639344262,108.66118669509888
0.00020491803278688525,108.64348411560059
0.00030737704918032784,108.64741802215576
0.0004098360655737705,108.64073038101196
0.0005122950819672131,108.63168239593506
0.0006147540983606557,108.64269733428955
0.0007172131147540983,108.65449905395508
0.000819672131147541,108.65410566329956
0.0009221311475409836,108.65567922592162
0.0010245901639344263,108.66276025772093
0.001127049180327869,108.65135192871094
0.0012295081967213114,108.65685939788817
0.001331967213114754,108.65371227264403
0.0014344262295081967,108.64663124084473
0.0015368852459016393,108.64584445953368
0.001639344262295082,108.65449905395508
0.0017418032786885246,108.6505651473999
0.0018442622950819673,108.63561630249023
0.00194672131147541,108.63364934921265
0.0020491803278688526,108.63994359970091
0.002151639344262295,108.65135192871094
0.002254098360655738,108.64781141281127
0.0023565573770491805,108.65567922592162
0.0024590163934426227,108.64387750625609
0.0025614754098360654,108.63994359970091
0.002663934426229508,108.6482048034668
0.0027663934426229507,108.64584445953368
0.0028688524590163933,108.64427089691162
0.002971311475409836,108.652925491333
0.0030737704918032786,108.64505767822264
0.0031762295081967213,108.64269733428955
0.003278688524590164,108.63640308380127
0.0033811475409836066,108.63404273986815
0.0034836065573770492,108.63797664642333
0.003586065573770492,108.66276025772093
0.0036885245901639345,108.66512060165405
0.003790983606557377,108.652925491333
0.00389344262295082,108.64073038101196
0.003995901639344262,108.63837003707886
0.004098360655737705,108.641517162323
0.004200819672131147,108.64505767822264
0.00430327868852459,108.65843296051025
0.004405737704918033,108.64505767822264
0.004508196721311476,108.64230394363403
0.004610655737704918,108.62499475479126
0.004713114754098361,108.63286256790161
0.004815573770491803,108.64545106887817
0.0049180327868852455,108.64859819412231
0.0050204918032786885,108.64466428756714
0.005122950819672131,108.63837003707886
0.005225409836065574,108.64899158477782
0.005327868852459016,108.6482048034668
0.005430327868852459,108.63364934921265
0.005532786885245901,108.64977836608885
0.0056352459016393444,108.67023468017578
0.005737704918032787,108.65489244461058
0.00584016393442623,108.63718986511229
0.005942622950819672,108.64348411560059
0.006045081967213115,108.65410566329956
0.006147540983606557,108.65607261657715
0.00625,108.64741802215576
0.0063524590163934426,108.65213871002197
0.006454918032786886,108.641517162323
0.006557377049180328,108.63758325576782
0.00665983606557377,108.64387750625609
0.006762295081967213,108.63640308380127
0.006864754098360655,108.65371227264403
0.0069672131147540985,108.65607261657715
0.007069672131147541,108.64427089691162
0.007172131147540984,108.64938497543335
0.007274590163934426,108.66079330444335
0.007377049180327869,108.64899158477782
0.007479508196721311,108.6509585380554
0.007581967213114754,108.65607261657715
0.007684426229508197,108.64781141281127
0.00778688524590164,108.65567922592162
0.007889344262295083,108.65213871002197
0.007991803278688524,108.62853527069092
0.008094262295081967,108.63994359970091
