{'sampling_frequency': 9760, 'notes': 'grounded'}
Time (s),Voltage (mV)
0.0,1147.7947354316711
0.00010245901639344262,1147.8258132934568
0.00020491803278688525,1147.8403687477112
0.00030737704918032784,1147.8439092636108
0.0004098360655737705,1147.824239730835
0.0005122950819672131,1147.8206992149353
0.0006147540983606557,1147.8022098541257
0.0007172131147540983,1147.8018164634705
0.000819672131147541,1147.812831401825
0.0009221311475409836,1147.8411555290222
0.0010245901639344263,1147.8458762168884
0.001127049180327869,1147.822666168213
0.0012295081967213114,1147.8124380111694
0.001331967213114754,1147.8313207626343
0.0014344262295081967,1147.8104710578918
0.0015368852459016393,1147.8356480598447
0.001639344262295082,1147.858464717865
0.0017418032786885246,1147.8671193122861
0.0018442622950819673,1147.8765606880188
0.00194672131147541,1147.8446960449219
0.0020491803278688526,1147.8203058242798
0.002151639344262295,1147.823452949524
0.002254098360655738,1147.8218793869016
0.0023565573770491805,1147.815191745758
0.0024590163934426227,1147.8179454803465
0.0025614754098360654,1147.8222727775574
0.002663934426229508,1147.8391885757446
0.0027663934426229507,1147.857677936554
0.0028688524590163933,1147.853350639343
0.002971311475409836,1147.8502035140991
0.0030737704918032786,1147.8498101234436
0.0031762295081967213,1147.8458762168884
0.003278688524590164,1147.8502035140991
0.0033811475409836066,1147.8411555290222
0.0034836065573770492,1147.8301405906677
0.003586065573770492,1147.8513836860654
0.0036885245901639345,1147.8431224822998
0.003790983606557377,1147.8360414505005
0.00389344262295082,1147.8175520896912
0.003995901639344262,1147.8222727775574
0.004098360655737705,1147.8509902954102
0.004200819672131147,1147.836434841156
0.00430327868852459,1147.8352546691895
0.004405737704918033,1147.8159785270689
0.004508196721311476,1147.804570198059
0.004610655737704918,1147.8258132934568
0.004713114754098361,1147.8344678878784
0.004815573770491803,1147.812831401825
0.0049180327868852455,1147.8018164634705
0.0050204918032786885,1147.8195190429688
0.005122950819672131,1147.8210926055908
0.005225409836065574,1147.8147983551025
0.005327868852459016,1147.8214859962463
0.005430327868852459,1147.8096842765808
0.005532786885245901,1147.812831401825
0.0056352459016393444,1147.8222727775574
0.005737704918032787,1147.8112578392029
0.00584016393442623,1147.8203058242798
0.005942622950819672,1147.8069305419922
0.006045081967213115,1147.7974891662598
0.006147540983606557,1147.8175520896912
0.00625,1147.802996635437
0.0063524590163934426,1147.8108644485474
0.006454918032786886,1147.8262066841125
0.006557377049180328,1147.8104710578918
0.00665983606557377,1147.8088974952698
0.006762295081967213,1147.7982759475706
0.006864754098360655,1147.7852940559387
0.0069672131147540985,1147.800636291504
0.007069672131147541,1147.7994561195374
0.007172131147540984,1147.7880477905273
0.007274590163934426,1147.767984867096
0.007377049180327869,1147.7754592895508
0.007479508196721311,1147.7774262428284
0.007581967213114754,1147.779393196106
0.007684426229508197,1147.8026032447815
0.00778688524590164,1147.8116512298584
0.007889344262295083,1147.8081107139585
0.007991803278688524,1147.7990627288818
0.008094262295081967,1147.802996635437
0.00819672131147541,1147.8195190429688
0.008299180327868852,1147.8277802467344
0.008401639344262295,1147.7998495101929
0.008504098360655738,1147.8124380111694
0.00860655737704918,1147.8132247924805
0.008709016393442622,1147.800636291504
0.008811475409836065,1147.7967023849487
0.008913934426229508,1147.8293538093567
0.009016393442622951,1147.8195190429688
0.009118852459016393,1147.8210926055908
0.009221311475409836,1147.8203058242798
0.009323770491803279,1147.8065371513367
0.009426229508196722,1147.800636291504
0.009528688524590163,1147.8140115737913
0.009631147540983606,1147.822666168213
0.00973360655737705,1147.8203058242798
0.009836065573770491,1147.8026032447815
0.009938524590163934,1147.8088974952698
0.010040983606557377,1147.7982759475706
0.01014344262295082,1147.789227962494
0.010245901639344262,1147.7990627288818
0.010348360655737705,1147.8108644485474
0.010450819672131148,1147.8183388710022
0.01055327868852459,1147.8081107139585
0.010655737704918032,1147.8155851364136
0.010758196721311475,1147.8332877159119
0.010860655737704918,1147.8167653083801
0.010963114754098361,1147.8120446205137
0.011065573770491803,1147.7852940559387
0.011168032786885246,1147.7923750877378
0.011270491803278689,1147.8167653083801
0.011372950819672132,1147.825026512146
0.011475409836065573,1147.815191745758
0.011577868852459016,1147.822666168213
0.01168032786885246,1147.822666168213
0.0117827868852459,1147.8159785270689
0.011885245901639344,1147.8104710578918
0.011987704918032787,1147.8187322616577
0.01209016393442623,1147.812831401825
0.012192622950819671,1147.8175520896912
0.012295081967213115,1147.8124380111694
0.012397540983606558,1147.8328943252563
0.0125,1147.8203058242798
0.012602459016393442,1147.7967023849487
0.012704918032786885,1147.79394865036
0.012807377049180328,1147.8069305419922
0.012909836065573771,1147.836434841156
0.013012295081967213,1147.8147983551025
0.013114754098360656,1147.8033900260925
0.013217213114754099,1147.819912433624
0.01331967213114754,1147.8175520896912
0.013422131147540983,1147.8336811065672
0.013524590163934426,1147.8120446205137
0.01362704918032787,1147.7797865867615
0.01372950819672131,1147.7821469306946
0.013831967213114754,1147.8065371513367
0.013934426229508197,1147.8191256523132
0.01403688524590164,1147.8218793869016
0.014139344262295081,1147.8321075439453
0.014241803278688524,1147.8175520896912
0.014344262295081968,1147.801423072815
0.01444672131147541,1147.8254199028015
0.014549180327868852,1147.8167653083801
0.014651639344262295,1147.8230595588684
0.014754098360655738,1147.8108644485474
0.01485655737704918,1147.786474227905
0.014959016393442623,1147.791588306427
0.015061475409836066,1147.8057503700256
0.015163934426229509,1147.8222727775574
0.01526639344262295,1147.8222727775574
0.015368852459016393,1147.8057503700256
0.015471311475409836,1147.790801525116
0.01557377049180328,1147.8140115737913
0.01567622950819672,1147.8112578392029
0.015778688524590165,1147.8085041046143
0.015881147540983607,1147.8116512298584
0.015983606557377048,1147.8026032447815
0.016086065573770493,1147.7856874465942
0.016188524590163934,1147.7919816970825
0.016290983606557376,1147.793161869049
0.01639344262295082,1147.804570198059
0.016495901639344262,1147.8081107139585
0.016598360655737703,1147.822666168213
0.016700819672131148,1147.8210926055908
0.01680327868852459,1147.814404964447
0.016905737704918034,1147.823452949524
0.017008196721311476,1147.8033900260925
0.017110655737704917,1147.7998495101929
0.01721311475409836,1147.8018164634705
0.017315573770491803,1147.8049635887146
0.017418032786885244,1147.801423072815
0.01752049180327869,1147.7738857269287
0.01762295081967213,1147.7982759475706
0.017725409836065575,1147.7805733680723
0.017827868852459017,1147.7856874465942
0.017930327868852458,1147.777819633484
0.018032786885245903,1147.7974891662598
0.018135245901639344,1147.8147983551025
0.018237704918032786,1147.8293538093567
0.01834016393442623,1147.8195190429688
0.018442622950819672,1147.8022098541257
