{'sampling_frequency': 9760, 'n_samples': 1000}
Time (s),Voltage (mV),Sync
0.0,1248.4834671020506,0
0.00010245901639344262,1246.1471199989319,0
0.00020491803278688525,1243.5243844985962,0
0.00030737704918032784,1240.2808785438538,0
0.0004098360655737705,1236.7018103599548,0
0.0005122950819672131,1232.8269124031067,0
0.0006147540983606557,1228.684115409851,0
0.0007172131147540983,1224.2120504379272,0
0.000819672131147541,1219.3465948104858,0
0.0009221311475409836,1214.1467571258545,0
0.0010245901639344263,1208.756124973297,0
0.001127049180327869,1203.1507015228271,0
0.0012295081967213114,1197.3053097724915,0
0.001331967213114754,1191.2738442420957,0
0.0014344262295081967,1185.1715683937073,0
0.0015368852459016393,1178.7923455238342,0
0.001639344262295082,1172.2970724105835,0
0.0017418032786885246,1165.7337427139282,0
0.0018442622950819673,1159.195590019226,0
0.00194672131147541,1152.7538180351257,0
0.0020491803278688526,1146.33446931839,0
0.002151639344262295,1139.8584723472595,0
0.002254098360655738,1133.3868026733398,0
0.0023565573770491805,1127.1094679832458,0
0.0024590163934426227,1120.8848476409912,0
0.0025614754098360654,1114.8836731910706,0
0.002663934426229508,1109.17911529541,0
0.0027663934426229507,1103.5394668579102,0
0.0028688524590163933,1098.0166554450986,0
0.002971311475409836,1092.9977774620056,0
0.0030737704918032786,1088.2920384407041,0
0.0031762295081967213,1083.7645053863525,0
0.003278688524590164,1079.633116722107,0
0.0033811475409836066,1075.8577466011047,0
0.0034836065573770492,1072.4116444587708,0
0.003586065573770492,1069.3349361419678,0
0.0036885245901639345,1066.623294353485,0
0.003790983606557377,1064.4399762153625,0
0.00389344262295082,1062.6484751701355,0
0.003995901639344262,1061.2440705299377,0
0.004098360655737705,1060.2865576744077,0
0.004200819672131147,1059.7114205360413,0
0.00430327868852459,1059.6331357955933,0
0.004405737704918033,1059.9584698677063,0
0.004508196721311476,1060.8243227005005,0
0.004610655737704918,1062.284982204437,0
0.004713114754098361,1064.0961527824402,0
0.004815573770491803,1066.1370635032654,0
0.0049180327868852455,1068.5273051261902,0
0.0050204918032786885,1071.382141113281,0
0.005122950819672131,1074.6858358383179,0
0.005225409836065574,1078.4722208976746,0
0.005327868852459016,1082.4848055839539,0
0.005430327868852459,1086.8242979049683,0
0.005532786885245901,1091.5595412254333,0
0.0056352459016393444,1096.5457677841187,0
0.005737704918032787,1101.845920085907,0
0.00584016393442623,1107.3227047920227,0
0.005942622950819672,1113.0449652671814,0
0.006045081967213115,1118.9930319786072,0
0.006147540983606557,1125.0701308250425,0
0.00625,1131.2908172607422,0
0.0063524590163934426,1137.7270817756653,0
0.006454918032786886,1144.2487120628357,0
0.006557377049180328,1150.764441490173,0
0.00665983606557377,1157.2447657585144,0
0.006762295081967213,1163.737678527832,0
0.006864754098360655,1170.3080892562864,0
0.0069672131147540985,1176.7915606498718,0
0.007069672131147541,1183.1939935684204,0
0.007172131147540984,1189.4567728042603,0
0.007274590163934426,1195.5110549926758,0
0.007377049180327869,1201.4315843582153,0
0.007479508196721311,1207.1585655212402,0
0.007581967213114754,1212.712848186493,0
0.007684426229508197,1217.9166197776794,0
0.00778688524590164,1222.912287712097,0
0.007889344262295083,1227.4937152862549,0
0.007991803278688524,1231.8312406539917,0
0.008094262295081967,1235.8898520469666,0
0.00819672131147541,1239.5102262496946,0
0.008299180327868852,1242.647910118103,0
0.008401639344262295,1245.434296131134,0
0.008504098360655738,1247.931933403015,0
0.00860655737704918,1249.9287843704224,0
0.008709016393442622,1251.552700996399,0
0.008811475409836065,1252.7289390563965,0
0.008913934426229508,1253.4036040306091,0
0.009016393442622951,1253.7234306335447,0
0.009118852459016393,1253.6168217658997,0
0.009221311475409836,1253.0062794685364,0
0.009323770491803279,1252.0035266876218,0
0.009426229508196722,1250.5176901817322,0
0.009528688524590163,1248.6955046653748,0
0.009631147540983606,1246.3658452033997,0
0.00973360655737705,1243.5298919677732,0
0.009836065573770491,1240.3804063796997,0
0.009938524590163934,1236.8670344352722,0
0.010040983606557377,1232.976794242859,0
0.01014344262295082,1228.7222743034363,0
0.010245901639344262,1224.1565823554993,0
0.010348360655737705,1219.2325115203857,0
0.010450819672131148,1214.1278743743894,0
0.01055327868852459,1208.7262272834778,0
0.010655737704918032,1203.1227707862852,0
0.010758196721311475,1197.2710847854612,0
0.010860655737704918,1191.2360787391663,0
0.010963114754098361,1184.976840019226,0
0.011065573770491803,1178.7604808807373,0
0.011168032786885246,1172.3588347434998,0
0.011270491803278689,1165.8139944076538,0
0.011372950819672132,1159.289216995239,0
0.011475409836065573,1152.8022050857542,0
0.011577868852459016,1146.3387966156004,0
0.01168032786885246,1139.8136258125305,0
0.0117827868852459,1133.3250403404236,0
0.011885245901639344,1127.0012855529785,0
0.011987704918032787,1120.7754850387573,0
0.01209016393442623,1114.6700620651245,0
0.012192622950819671,1108.9175105094907,0
0.012295081967213115,1103.3309698104858,0
0.012397540983606558,1097.894310951233,0
0.0125,1092.8565502166748,0
0.012602459016393442,1088.082754611969,0
0.012704918032786885,1083.5973143577576,0
0.012807377049180328,1079.3986558914185,0
0.012909836065573771,1075.5056619644165,0
0.013012295081967213,1072.1461057662964,0
0.013114754098360656,1069.1492557525635,0
0.013217213114754099,1066.4966225624084,0
0.01331967213114754,1064.2916679382324,0
0.013422131147540983,1062.4387979507446,0
0.013524590163934426,1061.0524892807007,0
0.01362704918032787,1060.1669669151306,0
0.01372950819672131,1059.670114517212,0
0.013831967213114754,1059.5324277877808,0
0.013934426229508197,1059.9006414413452,0
0.01403688524590164,1060.7755422592163,0
0.014139344262295081,1062.079632282257,0
0.014241803278688524,1063.773965835571,0
0.014344262295081968,1065.9376144409177,0
0.01444672131147541,1068.4049606323242,0
0.014549180327868852,1071.2940216064453,0
0.014651639344262295,1074.6158123016355,0
0.014754098360655738,1078.2511353492737,0
0.01485655737704918,1082.2676539421082,0
0.014959016393442623,1086.6240620613096,0
0.015061475409836066,1091.3471102714539,0
0.015163934426229509,1096.3596940040588,0
0.01526639344262295,1101.699185371399,0
0.015368852459016393,1107.3341131210325,0
0.015471311475409836,1113.0115270614624,0
0.01557377049180328,1118.8990116119385,0
0.01567622950819672,1125.0142693519592,0
0.015778688524590165,1131.2502980232236,0
0.015881147540983607,1137.5295996665955,0
0.015983606557377048,1143.987500667572,0
0.016086065573770493,1150.645637512207,0
0.016188524590163934,1157.2093605995178,0
0.016290983606557376,1163.695192337036,0
0.01639344262295082,1170.1723694801328,0
0.016495901639344262,1176.7207503318787,0
0.016598360655737703,1183.0810904502869,0
0.016700819672131148,1189.3434762954712,0
0.01680327868852459,1195.5165624618528,0
0.016905737704918034,1201.412308216095,0
0.017008196721311476,1207.2045922279358,0
0.017110655737704917,1212.7317309379578,0
0.01721311475409836,1217.9107189178467,0
0.017315573770491803,1222.819447517395,0
0.017418032786885244,1227.5802612304688,0
0.01752049180327869,1231.8544507026672,0
0.01762295081967213,1235.7722282409666,0
0.017725409836065575,1239.3524765968323,0
0.017827868852459017,1242.5593972206116,0
0.017930327868852458,1245.4622268676756,0
0.018032786885245903,1247.9795336723328,0
0.018135245901639344,1250.0043153762817,0
0.018237704918032786,1251.5275239944456,0
0.01834016393442623,1252.6447534561155,0
0.018442622950819672,1253.4350752830505,0
0.018545081967213113,1253.7733912467957,0
0.018647540983606558,1253.649079799652,0
0.01875,1253.100299835205,0
0.018852459016393444,1252.0326375961304,0
0.018954918032786885,1250.5774855613706,0
0.019057377049180327,1248.728549480438,0
0.01915983606557377,1246.4000701904297,0
0.019262295081967213,1243.778121471405,0
0.019364754098360654,1240.6113266944885,0
0.0194672131147541,1237.0173096656797,0
0.01956967213114754,1233.068060874939,0
0.019672131147540982,1228.887891769409,0
0.019774590163934427,1224.3784546852112,0
0.019877049180327868,1219.5779085159302,0
0.019979508196721313,1214.4465208053587,0
0.020081967213114754,1208.9897990226746,0
0.020184426229508196,1203.2789468765259,0
0.02028688524590164,1197.5212812423706,0
0.02038934426229508,1191.4764404296873,0
0.020491803278688523,1185.2179884910583,0
0.020594262295081968,1178.9048552513123,0
0.02069672131147541,1172.4697709083555,0
0.020799180327868854,1165.913915634155,0
0.020901639344262295,1159.4135284423828,0
0.021004098360655737,1152.9269099235535,0
0.02110655737704918,1146.3549256324768,0
0.021209016393442623,1139.8293614387512,0
0.021311475409836064,1133.4473848342893,0
0.02141393442622951,1127.0760297775269,0
0.02151639344262295,1120.8942890167234,0
0.021618852459016392,1114.9466156959534,0
0.021721311475409837,1109.1338753700254,0
0.021823770491803278,1103.492259979248,0
0.021926229508196723,1098.18856716156,0
0.022028688524590164,1093.0717349052427,0
0.022131147540983605,1088.3317708969116,0
0.02223360655737705,1083.8687539100647,0
0.02233606557377049,1079.6315431594846,0
0.022438524590163933,1075.7853627204895,0
0.022540983606557378,1072.2731709480283,0
0.02264344262295082,1069.174039363861,0
0.022745901639344264,1066.532027721405,0
0.022848360655737705,1064.3416285514832,0
0.022950819672131147,1062.5316381454468,0
0.02305327868852459,1061.1417889595032,0
0.023155737704918033,1060.2491855621336,0
0.023258196721311474,1059.7354173660278,0
0.02336065573770492,1059.7259759902952,0
0.02346311475409836,1060.0784540176392,0
0.0235655737704918,1060.8518600463867,0
0.023668032786885247,1062.0583891868591,0
0.023770491803278688,1063.713777065277,0
0.023872950819672133,1065.8664107322693,0
0.023975409836065574,1068.4364318847656,0
0.024077868852459015,1071.3337540626526,0
0.02418032786885246,1074.5937824249268,0
0.0242827868852459,1078.303062915802,0
0.024385245901639343,1082.4368119239807,0
0.024487704918032788,1086.819577217102,0
0.02459016393442623,1091.4910912513733,0
0.02469262295081967,1096.5080022811887,0
0.024795081967213115,1101.795172691345,0
0.024897540983606557,1107.2444200515747,0
0.025,1112.9714012145994,0
0.025102459016393443,1118.8982248306274,0
0.025204918032786884,1124.8754024505613,0
0.02530737704918033,1131.107497215271,0
0.02540983606557377,1137.696397304535,0
0.02551229508196721,1144.266414642334,0
0.025614754098360656,1150.7251024246214,0
0.025717213114754098,1157.258141040802,0
0.025819672131147543,1163.7624621391296,0
0.025922131147540984,1170.243179798126,0
0.026024590163934425,1176.8214583396912,0
0.02612704918032787,1183.2722783088682,0
0.02622950819672131,1189.4654273986816,0
0.026331967213114753,1195.4520463943481,0
0.026434426229508198,1201.3096332550049,0
0.02653688524590164,1207.0787072181702,0
0.02663934426229508,1212.5621795654295,0
0.026741803278688525,1217.8993105888367,0
0.026844262295081966,1222.8418707847595,0
0.02694672131147541,1227.4779796600342,0
0.027049180327868853,1231.7281723022459,0
0.027151639344262294,1235.6703400611877,0
0.02725409836065574,1239.2844200134277,0
0.02735655737704918,1242.5987362861633,0
0.02745901639344262,1245.4551458358765,0
0.027561475409836066,1247.9043960571287,0
0.027663934426229508,1249.9205231666563,0
0.027766393442622953,1251.6420006752014,0
0.027868852459016394,1252.8918027877808,0
0.027971311475409835,1253.5393238067627,0
0.02807377049180328,1253.8237452507017,0
0.02817622950819672,1253.6793708801267,0
0.028278688524590163,1253.0975461006165,0
0.028381147540983608,1251.9744157791138,0
0.02848360655737705,1250.4952669143677,0
0.02858606557377049,1248.671507835388,0
0.028688524590163935,1246.3666319847107,0
0.028790983606557376,1243.6365008354187,0
0.02889344262295082,1240.5641198158264,0
0.028995901639344263,1237.1581435203552,0
0.029098360655737704,1233.1483125686643,0
0.02920081967213115,1228.972864151001,0
0.02930327868852459,1224.442183971405,0
0.02940573770491803,1219.4819211959837,0
0.029508196721311476,1214.370596408844,0
0.029610655737704918,1208.9776039123535,0
0.02971311475409836,1203.3670663833618,0
0.029815573770491804,1197.5039720535278,0
0.029918032786885245,1191.398549079895,0
0.03002049180327869,1185.1479649543762,0
0.03012295081967213,1178.7455320358276,0
0.030225409836065573,1172.409975528717,0
0.030327868852459017,1165.9796118736267,0
0.03043032786885246,1159.4095945358276,0
0.0305327868852459,1152.938711643219,0
0.030635245901639345,1146.3214874267578,0
0.030737704918032786,1139.7817611694336,0
0.03084016393442623,1133.3376288414001,0
0.030942622950819672,1127.0429849624632,0
0.031045081967213114,1120.766043663025,0
0.03114754098360656,1114.8128628730774,0
0.03125,1109.0666055679321,0
0.03135245901639344,1103.4552812576292,0
0.03145491803278688,1098.0422258377073,0
0.03155737704918033,1092.9950237274168,0
0.03165983606557377,1088.205885887146,0
0.031762295081967214,1083.57253074646,0
0.031864754098360655,1079.4198989868164,0
0.031967213114754096,1075.7491707801819,0
0.03206967213114754,1072.2574353218076,0
0.032172131147540986,1069.1681385040283,0
0.03227459016393443,1066.5485501289368,0
0.03237704918032787,1064.4041776657104,0
0.03247950819672131,1062.5646829605103,0
0.03258196721311475,1061.1453294754028,0
0.0326844262295082,1060.206699371338,0
0.03278688524590164,1059.7299098968504,0
