{'sampling_frequency': 9760, 'signal_level': 10, 'signal_level_units': 'mVrms', 'signal_frequency': 105, 'signal_frequency_units': 'Hz'}
Time (s),Voltage (mV)
0.0,1040.2979850769043
0.00010245901639344262,1046.8565940856934
0.00020491803278688525,1053.8329839706419
0.00030737704918032784,1061.2436771392822
0.0004098360655737705,1069.0973281860352
0.0005122950819672131,1077.2326469421387
0.0006147540983606557,1085.5705618858337
0.0007172131147540983,1094.260561466217
0.000819672131147541,1103.2141327857971
0.0009221311475409836,1112.2821807861328
0.0010245901639344263,1121.5197801589964
0.001127049180327869,1130.8691024780273
0.0012295081967213114,1140.2707457542417
0.001331967213114754,1149.6944189071653
0.0014344262295081967,1159.0870141983032
0.0015368852459016393,1168.3989644050598
0.001639344262295082,1177.5932908058167
0.0017418032786885246,1186.6440296173096
0.0018442622950819673,1195.4964995384216
0.00194672131147541,1204.089331626892
0.0020491803278688526,1212.4260663986206
0.002151639344262295,1220.439827442169
0.002254098360655738,1228.1317949295044
0.0023565573770491805,1235.3989005088806
0.0024590163934426227,1242.278516292572
0.0025614754098360654,1248.666000366211
0.002663934426229508,1254.6077728271482
0.0027663934426229507,1260.0711822509766
0.0028688524590163933,1265.0243639945984
0.002971311475409836,1269.345760345459
0.0030737704918032786,1273.1018543243406
0.0031762295081967213,1276.355195045471
0.003278688524590164,1278.9338707923887
0.0033811475409836066,1280.8823347091673
0.0034836065573770492,1282.2985410690305
0.003586065573770492,1283.0538511276243
0.0036885245901639345,1283.1388235092163
0.003790983606557377,1282.6097130775452
0.00389344262295082,1281.4334750175476
0.003995901639344262,1279.607355594635
0.004098360655737705,1277.1596789360044
0.004200819672131147,1274.1203427314758
0.00430327868852459,1270.5149173736572
0.004405737704918033,1266.3091778755186
0.004508196721311476,1261.5896701812744
0.004610655737704918,1256.2580466270445
0.004713114754098361,1250.4866123199463
0.004815573770491803,1244.2250132560728
0.0049180327868852455,1237.490952014923
0.0050204918032786885,1230.2891492843628
0.005122950819672131,1222.7238535881042
0.005225409836065574,1214.8001790046692
0.005327868852459016,1206.5613985061646
0.005430327868852459,1198.0625867843628
0.005532786885245901,1189.293909072876
0.0056352459016393444,1180.330502986908
0.005737704918032787,1171.167254447937
0.00584016393442623,1161.8651390075684
0.005942622950819672,1152.4961471557617
0.006045081967213115,1143.1228280067442
0.006147540983606557,1133.6700439453125
0.00625,1124.2975115776062
0.0063524590163934426,1115.0044441223145
0.006454918032786886,1105.863618850708
0.006557377049180328,1096.867561340332
0.00665983606557377,1088.0890488624573
0.006762295081967213,1079.5918107032776
0.006864754098360655,1071.3825345039368
0.0069672131147540985,1063.4797096252441
0.007069672131147541,1055.966341495514
0.007172131147540984,1048.8609194755554
0.007274590163934426,1042.2271728515625
0.007377049180327869,1036.0068798065186
0.007479508196721311,1030.282652378082
0.007581967213114754,1025.1083850860596
0.007684426229508197,1020.4836845397949
0.00778688524590164,1016.4061903953552
0.007889344262295083,1012.8829836845397
0.007991803278688524,1009.9915623664855
0.008094262295081967,1007.6422333717345
0.00819672131147541,1005.9388518333434
0.008299180327868852,1004.8782706260681
0.008401639344262295,1004.4726848602295
0.008504098360655738,1004.7803163528441
0.00860655737704918,1005.7272076606749
0.008709016393442622,1007.2338938713073
0.008811475409836065,1009.3629240989685
0.008913934426229508,1012.1087908744812
0.009016393442622951,1015.4801487922668
0.009118852459016393,1019.3869113922118
0.009221311475409836,1023.8385200500488
0.009323770491803279,1028.850710391998
0.009426229508196722,1034.382176399231
0.009528688524590163,1040.4557347297666
0.009631147540983606,1047.0348000526428
0.00973360655737705,1054.0186643600464
0.009836065573770491,1061.4454865455627
0.009938524590163934,1069.220459461212
0.010040983606557377,1077.3258805274963
0.01014344262295082,1085.7928276062012
0.010245901639344262,1094.4910883903503
0.010348360655737705,1103.410828113556
0.010450819672131148,1112.509560585022
0.01055327868852459,1121.754240989685
0.010655737704918032,1131.1169385910034
0.010758196721311475,1140.5260562896729
0.010860655737704918,1149.9021291732788
0.010963114754098361,1159.2880368232727
0.011065573770491803,1168.6188697814941
0.011168032786885246,1177.7711033821106
0.011270491803278689,1186.831283569336
0.011372950819672132,1195.739221572876
0.011475409836065573,1204.3352007865906
0.011577868852459016,1212.6660346984863
0.01168032786885246,1220.7801103591917
0.0117827868852459,1228.3945798873901
0.011885245901639344,1235.6274604797363
0.011987704918032787,1242.570412158966
0.01209016393442623,1249.0102171897888
0.012192622950819671,1254.9370408058164
0.012295081967213115,1260.3890419006348
0.012397540983606558,1265.2985572814941
0.0125,1269.6451306343076
0.012602459016393442,1273.4055519104004
0.012704918032786885,1276.6069650650022
0.012807377049180328,1279.1746258735657
0.012909836065573771,1281.1754107475278
0.013012295081967213,1282.5392961502073
0.013114754098360656,1283.2434654235838
0.013217213114754099,1283.3178162574768
0.01331967213114754,1282.7910661697385
0.013422131147540983,1281.6203355789185
0.013524590163934426,1279.7918558120728
0.01362704918032787,1277.3831248283384
0.01372950819672131,1274.3532299995422
0.013831967213114754,1270.677387714386
0.013934426229508197,1266.4940714836118
0.01403688524590164,1261.73837184906
0.014139344262295081,1256.45592212677
0.014241803278688524,1250.6443619728086
0.014344262295081968,1244.3233609199522
0.01444672131147541,1237.5751376152039
0.014549180327868852,1230.4051995277405
0.014651639344262295,1222.8524923324585
0.014754098360655738,1214.9551749229431
0.01485655737704918,1206.712460517883
0.014959016393442623,1198.1534600257874
0.015061475409836066,1189.3596053123474
0.015163934426229509,1180.3596138954163
0.01526639344262295,1171.1865305900574
0.015368852459016393,1161.8903160095215
0.015471311475409836,1152.4985074996948
0.01557377049180328,1143.0689334869385
0.01567622950819672,1133.640146255493
0.015778688524590165,1124.2959380149841
0.015881147540983607,1114.971399307251
0.015983606557377048,1105.813658237457
0.016086065573770493,1096.799898147583
0.016188524590163934,1088.020598888397
0.016290983606557376,1079.5147061347961
0.01639344262295082,1071.2834000587463
0.016495901639344262,1063.4391903877258
0.016598360655737703,1055.8872699737549
0.016700819672131148,1048.7621784210203
0.01680327868852459,1042.0548677444456
0.016905737704918034,1035.8184456825256
0.017008196721311476,1030.0690412521362
0.017110655737704917,1024.879431724548
0.01721311475409836,1020.2570915222167
0.017315573770491803,1016.1410450935364
0.017418032786885244,1012.6021027565002
0.01752049180327869,1009.6662282943724
0.01762295081967213,1007.3794484138488
0.017725409836065575,1005.682361125946
0.017827868852459017,1004.5812606811523
0.017930327868852458,1004.1434168815613
0.018032786885245903,1004.3723702430725
0.018135245901639344,1005.2944779396056
0.018237704918032786,1006.7940831184387
0.01834016393442623,1008.9412093162535
0.018442622950819672,1011.6870760917662
0.018545081967213113,1015.013587474823
0.018647540983606558,1018.974244594574
0.01875,1023.4915494918823
0.018852459016393444,1028.5194754600525
0.018954918032786885,1034.1001152992249
0.019057377049180327,1040.1386618614197
0.01915983606557377,1046.687042713165
0.019262295081967213,1053.6705136299133
0.019364754098360654,1061.0930085182188
0.0194672131147541,1068.9258098602295
0.01956967213114754,1077.0210027694702
0.019672131147540982,1085.3781938552856
0.019774590163934427,1094.0355420112608
0.019877049180327868,1102.9568552970886
0.019979508196721313,1112.007987499237
0.020081967213114754,1121.2699770927427
0.020184426229508196,1130.6668996810913
0.02028688524590164,1140.0677561759949
0.02038934426229508,1149.4768738746643
0.020491803278688523,1158.8659286499023
0.020594262295081968,1168.2168245315552
0.02069672131147541,1177.4170517921448
0.020799180327868854,1186.4717245101929
0.020901639344262295,1195.3560590744019
0.021004098360655737,1203.9721012115479
0.02110655737704918,1212.2883796691895
0.021209016393442623,1220.3107953071594
0.021311475409836064,1227.9882073402405
0.02141393442622951,1235.3402853012085
0.02151639344262295,1242.1998381614685
0.021618852459016392,1248.6195802688599
0.021721311475409837,1254.5523047447205
0.021823770491803278,1259.9551320075989
0.021926229508196723,1264.8634672164915
0.022028688524590164,1269.2320704460142
0.022131147540983605,1273.019242286682
