{'sampling_frequency': 9760, 'signal_level': 10, 'signal_level_units': 'mVrms', 'signal_frequency': 105, 'signal_frequency_units': 'Hz'}
Time (s),Voltage (mV)
0.0,1081.009590625763
0.00010245901639344262,1072.7609753608701
0.00020491803278688525,1064.7464275360107
0.00030737704918032784,1057.1480870246887
0.0004098360655737705,1049.9399900436401
0.0005122950819672131,1043.170130252838
0.0006147540983606557,1036.879026889801
0.0007172131147540983,1031.117033958435
0.000819672131147541,1025.8271098136902
0.0009221311475409836,1021.0391521453856
0.0010245901639344263,1016.8393135070801
0.001127049180327869,1013.269293308258
0.0012295081967213114,1010.2673292160034
0.001331967213114754,1007.9010844230652
0.0014344262295081967,1006.106436252594
0.0015368852459016393,1004.9376726150512
0.001639344262295082,1004.3991208076477
0.0017418032786885246,1004.486060142517
0.0018442622950819673,1005.2468776702881
0.00194672131147541,1006.620991230011
0.0020491803278688526,1008.6619019508361
0.002151639344262295,1011.2736225128174
0.002254098360655738,1014.5297169685364
0.0023565573770491805,1018.3416724205017
0.0024590163934426227,1022.7570891380309
0.0025614754098360654,1027.6976823806763
0.002663934426229508,1033.176827430725
0.0027663934426229507,1039.1787886619568
0.0028688524590163933,1045.6697344779968
0.002971311475409836,1052.6162266731262
0.0030737704918032786,1059.9155902862549
0.0031762295081967213,1067.6087379455566
0.003278688524590164,1075.6697058677673
0.0033811475409836066,1084.0343713760376
0.0034836065573770492,1092.691719532013
0.003586065573770492,1101.594543457031
0.0036885245901639345,1110.6830477714539
0.003790983606557377,1119.8970437049863
0.00389344262295082,1129.2624950408936
0.003995901639344262,1138.6527299880981
0.004098360655737705,1148.0736494064329
0.004200819672131147,1157.4941754341125
0.00430327868852459,1166.8391704559326
0.004405737704918033,1176.024842262268
0.004508196721311476,1185.1192474365232
0.004610655737704918,1194.0319061279297
0.004713114754098361,1202.6979088783262
0.004815573770491803,1211.0806703567505
0.0049180327868852455,1219.1518664360046
0.0050204918032786885,1226.881992816925
0.005122950819672131,1234.2793107032774
0.005225409836065574,1241.2686824798582
0.005327868852459016,1247.7513670921326
0.005430327868852459,1253.7261843681335
0.005532786885245901,1259.2470288276672
0.0056352459016393444,1264.2218470573425
0.005737704918032787,1268.7057137489317
0.00584016393442623,1272.5400924682617
0.005942622950819672,1275.7619619369507
0.006045081967213115,1278.4511804580686
0.006147540983606557,1280.5215954780579
0.00625,1281.9669127464292
