{'sampling_frequency': 9760, 'n_samples': 1000}
Time (s),Voltage (mV),Sync
0.0,1078.4265875816345,0
0.00010245901639344262,1071.6858386993408,0
0.00020491803278688525,1066.3286447525024,0
0.00030737704918032784,1062.6327395439148,0
0.0004098360655737705,1060.489547252655,0
0.0005122950819672131,1059.9482417106626,0
0.0006147540983606557,1061.091434955597,0
0.0007172131147540983,1064.0454053878782,0
0.000819672131147541,1068.5493350028992,0
0.0009221311475409836,1074.544608592987,0
0.0010245901639344263,1082.0162773132324,0
0.001127049180327869,1090.8951044082642,0
0.0012295081967213114,1100.7703900337217,0
0.001331967213114754,1111.6401672363281,0
0.0014344262295081967,1123.294758796692,0
0.0015368852459016393,1135.5496644973755,0
0.001639344262295082,1148.1302976608276,0
0.0017418032786885246,1160.7467293739317,0
0.0018442622950819673,1173.5087156295776,0
0.00194672131147541,1186.024832725525,0
0.0020491803278688526,1197.867465019226,0
0.002151639344262295,1209.0051412582397,0
0.002254098360655738,1219.3115830421448,0
0.0023565573770491805,1228.6534309387207,0
0.0024590163934426227,1236.5952014923096,0
0.0025614754098360654,1243.1357145309448,0
0.002663934426229508,1248.2198953628538,0
0.0027663934426229507,1251.6384601593015,0
0.0028688524590163933,1253.433108329773,0
0.002971311475409836,1253.5180807113645,0
0.0030737704918032786,1251.8760681152344,0
0.0031762295081967213,1248.8642692565916,0
0.003278688524590164,1244.111716747284,0
0.0033811475409836066,1237.711250782013,0
0.0034836065573770492,1230.0649166107178,0
0.003586065573770492,1221.026372909546,0
0.0036885245901639345,1210.8009696006775,0
0.003790983606557377,1199.7663617134094,0
0.00389344262295082,1187.9988670349119,0
0.003995901639344262,1175.667643547058,0
0.004098360655737705,1162.8930687904358,0
0.004200819672131147,1150.120460987091,0
0.00430327868852459,1137.4406933784485,0
0.004405737704918033,1125.1468420028684,0
0.004508196721311476,1113.4100317955015,0
0.004610655737704918,1102.3120880126953,0
0.004713114754098361,1092.2121763229368,0
0.004815573770491803,1083.2688331604004,0
0.0049180327868852455,1075.604009628296,0
0.0050204918032786885,1069.4155812263489,0
0.005122950819672131,1064.7535085678098,0
0.005225409836065574,1061.5815997123718,0
0.005327868852459016,1060.0387215614317,0
0.005430327868852459,1060.2413177490232,0
0.005532786885245901,1062.0332121849058,0
0.0056352459016393444,1065.391194820404,0
0.005737704918032787,1070.5052733421326,0
0.00584016393442623,1077.0823717117307,0
0.005942622950819672,1085.1516008377075,0
0.006045081967213115,1094.4651246070862,0
0.006147540983606557,1104.7998905181885,0
0.00625,1115.9894943237305,0
0.0063524590163934426,1127.8525829315186,0
